stock_id,stock_name
6201,元大富櫃50
00679B,元大美債20年
00687B,國泰20年美債
00687C,國泰20年美債+櫃U
00694B,富邦美債1-3
00695B,富邦美債7-10
00696B,富邦美債20年
00697B,元大美債7-10
00719B,元大美債1-3
00720B,元大投資級公司債
00722B,群益投資級電信債
00723B,群益投資級科技債
00724B,群益投資級金融債
00725B,國泰投資級公司債
00726B,國泰新興投等債
00727B,國泰優選非投等債
00734B,台新JPM新興債
00740B,富邦全球投等債
00741B,富邦全球非投等債
00746B,富邦A級公司債
00749B,凱基新興債10+
00750B,凱基科技債10+
00751B,元大AAA至A公司債
00754B,群益AAA-AA公司債
00755B,群益投資級公用債
00756B,群益投等新興公債
00758B,復華能源債
00759B,復華製藥債
00760B,復華新興企業債
00761B,國泰A級公司債
00764B,群益25年美債
00768B,復華20年美債
00772B,中信高評級公司債
00773B,中信優先金融債
00777B,凱基AAA至A公司債
00778B,凱基金融債20+
00779B,凱基美債25+
00780B,國泰A級金融債
00781B,國泰A級科技債
00782B,國泰A級公用債
00785B,富邦金融投等債
00786B,元大10年IG銀行債
00787B,元大10年IG醫療債
00788B,元大10年IG電能債
00789B,復華公司債A3
00791B,復華信用債1-5
00792B,群益A級公司債
00793B,群益AAA-A醫療債
00795B,中信美國公債20年
00799B,國泰A級醫療債
00834B,第一金金融債10+
00836B,永豐10年A公司債
00840B,凱基IG精選15+
00841B,凱基AAA-AA公司債
00842B,台新美元銀行債
00844B,新光15年IG金融債
00845B,富邦新興投等債
00846B,富邦歐洲銀行債
00847B,中信美國市政債
00848B,中信新興亞洲債
00849B,中信EM主權債0-5
00853B,統一美債10年Aa-A
00856B,永豐1-3年美公債
00857B,永豐20年美公債
858,永豐美國500大
00859B,群益0-1年美債
00860B,群益1-5Y投資級債
00862B,中信投資級公司債
00863B,中信全球電信債
00864B,中信美國公債0-1
00867B,新光A-BBB電信債
00870B,元大15年EM主權債
877,復華中國5G
00883B,中信ESG投資級債
00884B,中信低碳新興債
886,永豐美國科技
887,永豐中國科技50大
888,永豐台灣ESG
00890B,凱基ESG BBB債15+
928,中信上櫃ESG 30
00931B,統一美債20年
00933B,國泰10Y+金融債
00937B,群益ESG投等債20+
00942B,台新美A公司債20+
00948B,中信優息投資級債
00950B,凱基A級公司債
955,中信日本商社
00957B,兆豐US優選投等債
00958B,永豐ESG銀行債15+
00959B,大華投等美債15Y+
00966B,統一ESG投等債15+
00967B,元大優息美債
00968B,元大優息投等債
00969B,元大零息超長美債
00970B,新光BBB投等債20+
9806,台新標普500
9807,台新標普科技精選
00980B,台新特選IG債10+
00980D,主動聯博投等入息
00980T,平衡凱基美國TOP
9814,富邦標普500
9815,大華美國MAG7+
00981B,第一金優選非投債
00981D,主動中信非投等債
00982B,FT投資級債20+
00983B,大華優利美公債20
00984B,大華優利美A債15
00986B,FT金融債10+
00987B,野村10+澳洲公債
20001,富邦存股雙十N
20025,統一亞洲半導體N
20027,元大上櫃ESG成長N
20033,統一恒生科期N
20035,元大上櫃ESG高息N
20040,元大上櫃ESG龍頭N
20041,兆豐半導體氣候N
1240,茂生農經
1259,安心
1264,德麥
1268,漢來美食
1294,漢田生技
1295,生合
1336,台翰
1565,精華
1569,濱川
1570,力肯
1580,新麥
1584,精剛
1586,和勤
1591,駿吉-KY
1593,祺驊
1595,川寶
1599,宏佳騰
1742,台蠟
1777,生泰
1781,合世
1784,訊聯
1785,光洋科
1788,杏昌
1796,金穎生技
1799,易威
1813,寶利徠
1815,富喬
2035,唐榮
2061,風青
2063,世鎧
2064,晉椿
2065,世豐
2066,世德
2067,嘉鋼
2070,精湛
2073,雄順
2221,大甲
2230,泰茂
2235,謚源
2596,綠意
2640,大車隊
2641,正德
2643,捷迅
2718,全心投控
2719,燦星旅
2724,藝舍-KY
2726,雅茗-KY
2729,瓦城
2732,六角
2734,易飛網
2736,富野
2740,天蔥
2743,山富
2745,五福
2751,王座
2752,豆府
2754,亞洲藏壽司
2755,揚秦
2756,聯發國際
2916,滿心
2924,宏太-KY
2926,誠品生活
2937,集雅社
2941,米斯特
2947,振宇五金
2948,寶陞
2949,欣新網
3064,泰偉
3066,李洲
3067,全域
3071,協禧
3073,天方能源
3078,僑威
3081,聯亞
3083,網龍
3085,新零售
3086,華義
3088,艾訊
3093,港建*
3095,及成
3105,穩懋
3114,好德
3115,富榮綱
3118,進階
3122,笙泉
3128,昇銳
3131,弘塑
3141,晶宏
3147,大綜
3152,璟德
3158,嘉實
3162,精確
3163,波若威
3169,亞信
3171,炎洲流通
3176,基亞
3178,公準
3188,鑫龍騰
3191,雲嘉南
3205,佰研
3206,志豐
3207,耀勝
3211,順達
3213,茂訊
3217,優群
3218,大學光
3219,倚強科
3221,台嘉碩
3224,三顧
3226,龍鋒
3227,原相
3228,金麗科
3230,錦明
3232,昱捷
3234,光環
3236,千如
3252,海灣
3259,鑫創
3260,威剛
3264,欣銓
3265,台星科
3268,海德威
3272,東碩
3276,宇環
3284,太普高
3285,微端
3287,廣寰科
3288,點晶
3289,宜特
3290,東浦
3293,鈊象
3294,英濟
3297,杭特
3303,岱稜
3306,鼎天
3310,佳穎
3313,斐成
3317,尼克森
3322,建舜電
3323,加百裕
3324,雙鴻
3325,旭品
3332,幸康
3339,泰谷
3349,寶德
3354,律勝
3357,臺慶科
3360,尚立
3362,先進光
3363,上詮
3372,典範
3373,熱映
3374,精材
3379,彬台
3388,崇越電
3390,旭軟
3402,漢科
3426,台興
3430,奇鈦科
3434,哲固
3438,類比科
3441,聯一光
3444,利機
3455,由田
3465,進泰電子
3466,德晉
3467,台灣精材
3479,安勤
3483,力致
3484,崧騰
3489,森寶
3490,單井
3491,昇達科
3492,長盛
3498,陽程
3499,環天科
3508,位速
3511,矽瑪
3512,皇龍
3516,亞帝歐
3520,華盈
3521,台鋼建設
3522,御嵿
3523,迎輝
3526,凡甲
3527,聚積
3529,力旺
3531,先益
3537,堡達
3540,曜越
3541,西柏
3546,宇峻
3548,兆利
3551,世禾
3552,同致
3555,博士旺
3556,禾瑞亞
3558,神準
3564,其陽
3567,逸昌
3570,大塚
3577,泓格
3580,友威科
3581,博磊
3587,閎康
3594,磐儀
3597,映興
3609,三一東林
3611,鼎翰
3615,安可
3623,富晶通
3624,光頡
3625,西勝
3628,盈正
3629,地心引力
3630,新鉅科
3631,晟楠
3632,研勤
3646,艾恩特
3663,鑫科
3664,安瑞-KY
3666,光耀
3672,康聯訊
3675,德微
3680,家登
3684,榮昌
3685,元創精密
3687,歐買尬
3689,湧德
3691,碩禾
3693,營邦
3707,漢磊
3709,鑫聯大投控
3710,連展投控
3713,新晶投控
4102,永日
4105,東洋
4107,邦特
4109,加捷生醫
4111,濟生
4113,聯上
4114,健喬
4116,明基醫
4120,友華
4121,優盛
4123,晟德
4126,太醫
4127,天良
4128,中天
4129,聯合
4130,健亞
4131,浩泰
4138,曜亞
4139,馬光-KY
4147,中裕
4153,鈺緯
4154,樂威科-KY
4157,太景*-KY
4160,訊聯基因
4161,聿新科
4162,智擎
4163,鐿鈦
4166,友霖
4167,松瑞藥
4168,醣聯
4171,瑞基
4173,久裕
4174,浩鼎
4175,杏一
4183,福永生技
4188,安克
4192,杏國
4198,欣大健康
4205,中華食
4207,環泰
4303,信立
4304,勝昱
4305,世坤
4401,東隆興
4402,郡都開發
4406,新昕纖
4413,飛寶企業
4416,三圓
4417,金洲
4419,皇家美食
4420,光明
4430,耀億
4432,銘旺實
4433,興采
4442,竣邦-KY
4502,健信
4503,金雨
4506,崇友
4510,高鋒
4513,福裕
4523,永彰
4527,方土霖
4528,江興鍛
4529,淳紳
4530,宏易
4533,協易機
4534,慶騰
4535,至興
4538,大詠城
4541,晟田
4542,科嶠
4543,萬在
4549,桓達
4550,長佳
4554,橙的
4556,旭然
4558,寶緯
4561,健椿
4563,百德
4568,科際精密
4577,達航科技
4580,捷流閥業
4584,君帆
4609,唐鋒
4702,中美實
4706,大恭
4707,磐亞
4711,永純
4714,永捷
4716,大立
4721,美琪瑪
4726,永昕
4728,雙美
4729,熒茂
4735,豪展
4741,泓瀚
4743,合一
4744,皇將
4745,合富-KY
4747,強生
4749,新應材
4754,國碳科
4760,勤凱
4767,誠泰科技
4768,晶呈科技
4772,台特化
4804,大略-KY
4806,桂田文創
4903,聯光通
4905,台聯電
4907,富宇
4908,前鼎
4909,新復興
4911,德英
4923,力士
4924,欣厚-KY
4931,新盛力
4933,友輝
4939,亞電
4946,辣椒
4950,金耘國際
4951,精拓科
4953,緯軟
4966,譜瑞-KY
4971,IET-KY
4972,湯石照明
4973,廣穎
4974,亞泰
4979,華星光
4987,科誠
4991,環宇-KY
4995,晶達
5009,榮剛
5011,久陽
5013,強新
5014,建錩
5015,華祺
5016,松和
5201,凱衛
5202,力新
5205,中茂
5206,坤悅
5209,新鼎
5210,寶碩
5211,蒙恬
5212,凌網
5213,亞昕
5220,萬達光電
5223,安力-KY
5227,立凱-KY
5228,鈺鎧
5230,雷笛克光學
5236,凌陽創新
5245,智晶
5251,天鉞電
5263,智崴
5272,笙科
5274,信驊
5276,達輝-KY
5278,尚凡*
5287,數字
5289,宜鼎
5291,邑昇
5299,杰力
5301,寶得利
5302,太欣
5309,系統電
5310,天剛
5312,寶島科
5314,世紀*
5315,光聯
5321,美而快
5324,士開
5328,華容
5340,建榮
5344,立衛
5345,馥鴻
5347,世界
5348,正能量智能
5351,鈺創
5353,台林
5355,佳總
5356,協益
5364,力麗店
5371,中光電
5381,合正
5386,青雲
5392,能率
5398,慕康生醫
5403,中菲
5410,國眾
5425,台半
5426,振發
5432,新門
5438,東友
5439,高技
5443,均豪
5450,南良
5452,佶優
5455,昇益
5457,宣德
5460,同協
5464,霖宏
5465,富驊
5468,凱鈺
5474,聰泰
5475,德宏
5478,智冠
5481,新華
5483,中美晶
5487,通泰
5488,松普
5489,彩富
5490,同亨
5493,三聯
5498,凱崴
5508,永信建
5511,德昌
5512,力麒
5514,三豐
5516,雙喜
5520,力泰
5523,豐謙
5529,鉅陞
5530,龍巖
5536,聖暉*
5543,桓鼎-KY
5547,久舜
5548,安倉
5601,台聯櫃
5603,陸海
5604,中連
5609,中菲行
5701,劍湖山
5703,亞都
5704,老爺知
5864,致和證
5878,台名
5902,德記
5903,全家
5904,寶雅
5905,南仁湖
6015,宏遠證
6016,康和證
6020,大展證
6021,美好證
6023,元大期
6026,福邦證
6101,寬魚國際
6103,合邦
6104,創惟
6109,亞元
6111,光聚晶電
6113,亞矽
6114,久威
6118,建達
6121,新普
6122,擎邦
6123,上奇
6124,業強
6125,廣運
6126,信音
6127,九豪
6129,普誠
6130,上亞科技
6134,萬旭
6138,茂達
6140,訊達
6143,振曜
6144,得利影
6146,耕興
6147,頎邦
6148,驊宏資
6150,撼訊
6151,晉倫
6154,順發
6156,松上
6158,禾昌
6160,欣技
6161,捷波
6163,華電網
6167,久正
6169,昱泉
6170,統振
6171,大城地產
6173,信昌電
6174,安碁
6175,立敦
6179,亞通
6180,橘子
6182,合晶
6185,幃翔
6186,新潤
6187,萬潤
6188,廣明
6190,萬泰科
6194,育富
6195,詩肯
6198,瑞築
6199,天品
6203,海韻電
6204,艾華
6207,雷科
6208,日揚
6210,慶生
6212,理銘
6217,中探針
6218,豪勉
6219,富旺
6220,岳豐
6221,晉泰
6222,立軒
6223,旺矽
6227,茂綸
6228,全譜
6229,研通
6231,系微
6233,旺玖
6234,高僑
6236,中湛
6237,驊訊
6240,松崗
6241,易通展
6242,立康
6244,茂迪
6245,立端
6246,臺龍
6248,沛波
6259,百徽
6261,久元
6263,普萊德
6264,富裔
6265,方土昶
6266,泰詠
6270,倍微
6274,台燿
6275,元山
6276,安鈦克
6279,胡連
6284,佳邦
6290,良維
6291,沛亨
6292,迅德
6294,智基
6411,晶焱
6417,韋僑
6418,詠昇
6419,京晨科
6423,億而得
6425,易發
6432,今展科
6435,大中
6441,廣錠
6461,益得
6462,神盾
6465,威潤
6469,大樹
6470,宇智
6474,華豫寧
6482,弘煜科
6485,點序
6486,互動
6488,環球晶
6492,生華科
6494,九齊
6496,科懋
6498,久禾光
6499,益安
6506,雙邦
6508,惠光
6509,聚和
6510,精測
6512,啟發電
6516,勤崴國際
6517,保勝光學
6523,達爾膚
6527,明達醫
6530,創威
6532,瑞耘
6535,順藥
6538,倉和
6542,隆中
6546,正基
6547,高端疫苗
6548,長科*
6556,勝品
6560,欣普羅
6561,是方
6568,宏觀
6569,醫揚
6570,維田
6574,霈方
6576,逸達
6577,勁豐
6578,達邦蛋白
6584,南俊國際
6588,東典光電
6590,普鴻
6593,台灣銘板
6596,寬宏藝術
6597,立誠
6603,富強鑫
6609,瀧澤科
6612,奈米醫材
6613,朋億*
6615,慧智
6616,特昇-KY
6617,共信-KY
6620,漢達
6624,萬年清
6629,泰金-KY
6637,醫影
6640,均華
6642,富致
6643,M31
6649,台生材
6651,全宇昕
6654,天正國際
6661,威健生技
6662,樂斯科
6664,群翊
6667,信紘科
6679,鈺太
6680,鑫創電子
6683,雍智科技
6684,安格
6690,安碁資訊
6692,進能服
6693,廣閎科
6697,東捷資訊
6703,軒郁
6708,天擎
6712,長聖
6716,應廣
6720,久昌
6721,信實
6725,矽科宏晟
6727,亞泰金屬
6728,上洋
6730,常廣
6732,昇佳電子
6733,博晟生醫
6735,美達科技
6739,竹陞科技
6741,91APP*-KY
6751,智聯服務
6752,叡揚
6761,穩得
6762,達亞
6763,綠界科技*
6767,台微醫
6785,昱展新藥
6788,華景電
6791,虎門科技
6803,崑鼎
6804,明係
6811,宏碁資訊
6821,聯寶
6823,濾能
6829,千附精密
6840,東研信超
6841,長佳智能
6843,進典
6844,諾貝兒
6846,綠茵
6855,數泓科
6856,鑫傳
6859,伯特光
6865,偉康科技
6870,騰雲
6872,浩宇生醫
6874,倍力
6875,國邑*
6877,鏵友益
6881,潤德
6884,海柏特
6894,衛司特
6895,宏碩系統
6899,創為精密
6903,巨漢
6904,伯鑫
6907,雅特力-KY
6910,德鴻
6913,鴻呈
6922,宸曜
6925,意藍
6929,佑全
6953,家碩
6961,旅天下
6967,汎瑋材料
6968,萬達寵物
6971,惠民實業
6982,大井泵浦
6996,力領科技
6997,博弘
7823,奧義賽博-KY創
6934,心誠鎂
4590,富田-創
1623,大東電
6722,輝創
7795,長廣
6921,嘉雨思-創
6272,驊陞
7769,鴻勁
6831,邁科
6614,資拓宏宇
7711,永擎
7786,東方風能
7730,暉盛-創
7791,皇家可口
7788,松川精密
4585,達明
7750,新代
7799,禾榮科
7610,聯友金屬-創
7780,大研生醫
4441,振大環球
7765,中華資安
3717,聯嘉投控
3135,凌航
7721,微程式
6589,台康生技
7740,熙特爾-創
7749,意騰-KY
6918,愛派司
6944,兆聯實業
6909,創控
6936,永鴻生技
7736,虎山
2248,華勝-KY
7631,聚賢研發-創
6887,寶綠特-KY
6965,中傑-KY
6994,富威電力
6931,青松健康
7732,金興精密
6885,全福生技
8045,達運光電
6955,邦睿生技-創
7722,LINEPAY
6924,榮惠-KY創
7705,三商餐飲
6962,ITH-KY
2646,星宇航空
6988,威力暘-創
6862,三集瑞-KY
6919,康霈*
6923,中台
6969,成信實業*-創
3716,中化控股
6958,日盛台駿
6838,台新藥
3150,鈺寶-創
6957,裕慶-KY
6951,青新-創
6952,大武山
6890,來億-KY
6794,向榮生技-創
6771,平和環保-創
6928,攸泰科技
6423,億而得-創
1563,巧新
4949,有成精密
6914,阜爾運通
3168,眾福科
8487,愛爾達-創
4771,望隼
6949,沛爾生醫-創
8162,微矽電子-創
4588,玖鼎電力
6446,藥華藥
2762,世界健身-KY
6906,現觀科
4736,泰博
6534,正瀚-創
6645,金萬林-創
6472,保瑞
6937,天虹
6742,澤米
6916,華凌
5292,華懋
2258,鴻華先進-創
6805,富世達
6933,AMAX-KY
6658,聯策
8476,台境
2254,巨鎧精密-創
6526,達發
6901,鑽石投資
6757,台灣虎航-創
4569,六方科-KY
6902,走著瞧-創
6657,華安
2432,倚天酷碁-創
6861,睿生光電
6606,建德工業
6863,永道-KY
2645,長榮航太
6869,雲豹能源-創
6753,龍德造船
6873,泓德能源-創
3447,展達
6782,視陽
6835,圓裕
6695,芯鼎
3652,精聯
6689,伊雲谷
6834,天二科技
6830,汎銓
3715,定穎投控
6854,錼創科技-KY創
6789,采鈺
6550,北極星藥業-KY
6796,晉弘
6585,鼎基
6799,來頡
4583,台灣精銳
6807,峰源-KY
8438,昶昕
5306,桂盟
1752,南光
5244,弘凱
6719,力智
3592,瑞鼎
6691,洋基工程
4770,上品
6792,詠業
6770,力積電
2945,三商家購
6806,森崴能源
5222,全訊
4440,宜新實業
6790,永豐實
2753,八方雲集
2250,IKKA-KY
3092,鴻碩
6768,志強-KY
2211,長榮鋼
6776,展碁國際
6426,統新
6781,AES-KY
6515,穎崴
6438,迅得
3714,富采
6756,威鋒電子
1597,直得
6743,安普新
3138,耀登
1342,八貫
2247,汎德永業
2241,艾姆勒
6754,匯僑設計
6598,ABC-KY
5546,永固-KY
3543,州巧
4581,光隆精密-KY
6706,惠特
1795,美時製藥
6715,嘉基
6592,和潤企業
4439,冠星-KY
6698,旭暉應材
6491,晶碩
4571,鈞興-KY
2233,宇隆
4572,駐龍
4576,大銀微系統
5283,禾聯碩
6672,騰輝電子-KY
3563,牧德
6669,緯穎
8462,柏文
4564,元翎
8104,錸寶科技
4967,十銓
1341,富林-KY
6670,復盛應用
6668,中揚光
6671,三能-KY
6558,興能高
6655,科定
4766,南寶
6674,鋐寶科技
6666,羅麗芬-KY
5876,上海商銀
4961,天鈺
3712,永崴
6641,基士德-KY
8367,建新國際
8482,商億-KY
4540,全球傳動
3530,晶相光
8028,昇陽半
4989,榮科
6288,聯嘉光電
3711,日月光投控
6416,瑞祺電通
1587,吉茂
8497,聯廣
2630,亞洲航空
6625,必應
4566,時碩工業
6581,鋼聯
1760,寶齡富錦
2939,凱羿-KY
4764,雙鍵
6591,動力-KY
8478,東哥遊艇
4155,訊映
8499,鼎炫-KY
6541,泰福-KY
6024,群益期
2243,宏旭-KY
6573,虹揚-KY
4739,康普材料
6579,研揚科技
4562,穎漢科技
4807,日成-KY
6582,申豐
4148,全宇生技-KY
4560,強信-KY
2897,王道銀行
6533,晶心科
5284,jpp-KY
8481,政伸
8480,泰昇-KY
6552,易華電
5258,虹堡
2636,台驊投控
3346,麗清
8488,吉源-KY
2748,雲品
4943,康控-KY
8442,威宏-KY
8466,美&#21894;-KY
2633,台灣高鐵
4438,廣越
2936,客思達-KY
1598,岱宇
8473,山林水
3708,上緯投控
4552,力達-KY
6477,安集
6531,愛普
2739,寒舍
3528,安馳
1776,展宇
6525,捷敏-KY
2069,運錩
1256,鮮活果汁-KY
2239,英利-KY
4545,銘鈺
8464,億豐
6464,台數科
3321,同泰
8467,波力-KY
4968,立積
4763,材料-KY
4555,氣立
4190,佐登-KY
4557,永新-KY
6443,元晶
4927,泰鼎-KY
4551,智伸科
3413,京鼎
6442,光聖
8463,潤泰材
4720,德淵
6456,GIS-KY
2236,百達-KY
4912,聯德控股-KY
6452,康友-KY
8341,日友
8222,寶一
6451,訊芯-KY
3416,融程電
6422,君耀-KY
3266,昇陽
1558,伸興
8454,富邦媒
6449,鈺邦
6431,光麗-KY
3661,世芯-KY
1592,英瑞-KY
5288,豐祥-KY
8443,阿瘦
2634,漢翔
3437,榮創
1568,倉佑
8150,南茂
6409,旭隼
6414,樺漢
5285,界霖
8996,高力
5519,隆大
1262,綠悅-KY
1340,勝悅-KY
2929,淘帝-KY
4994,傳奇
2115,六暉-KY
1783,和康生
5538,東明-KY
3338,泰碩
2642,宅配通
6415,矽力-KY
2712,遠雄來
5259,奕智博
6405,悅城
4755,三福化
4137,麗豐-KY
2228,劍麟
5243,乙盛-KY
4916,事欣科
4977,眾達-KY
1786,科妍
6412,群電
5280,F-敦泰
1817,凱撒衛
3167,大量
4536,拓凱
2731,雄獅
9946,三發地產
3706,神達投控
3682,亞太電
6177,達麗
4999,鑫禾
6504,南六
1626,艾美特-KY
3583,辛耘
5264,鎧勝-KY
8429,金麗-KY
1338,廣華-KY
5521,工信
2867,三商壽
5269,祥碩
2923,鼎固-KY
8114,振樺電
4976,佳凌
5225,東科-KY
4164,承業醫
9802,鈺齊-KY
4915,致伸
4722,國精化
5234,達興材料
5907,大洋-KY
3599,旺能
4142,國光生
1589,永冠-KY
4141,龍燈-KY
1339,昭輝
2722,夏都
2727,王品
4958,臻鼎-KY
5215,科嘉-KY
4426,利勤
5871,中租-KY
8427,基勝-KY
6183,關貿
8210,勤誠
5880,合庫金
3149,正達
6702,興航
8411,福貞-KY
4952,凌通
4956,光鋐
4960,奇美材
5906,台南-KY
5706,鳳凰
3679,新至陞
8422,可寧衛
3645,達邁
4144,康聯-KY
1789,神隆
3698,隆達
8011,台通
5007,三星
8199,廣鎵
4984,科納-KY
3669,圓展
1337,再生-KY
4934,太極
4935,茂林-KY
3454,晶睿
4942,嘉彰
8404,百和興業-KY
3694,海華
3665,貿聯-KY
3257,虹冠電
4746,台耀
3598,奕力
3705,永信
4733,上緯
6214,精誠
3432,台端
3312,弘憶股
2114,鑫永銓
8271,宇瞻
3697,F-晨星
4737,華廣
1762,中化生
1590,亞德客-KY
2637,慧洋-KY
2723,美食-KY
2231,為升
8215,明基材
3591,艾笛森
3550,聯穎
3673,TPK-KY
4919,新唐
6230,超眾
6278,台表科
3704,合勤控
3584,介面
3686,達能
4938,和碩
4930,燦星網
3638,F-IML
3703,欣陸
2597,潤弘
3164,景岳
3229,晟鈦
4133,亞諾法
8213,志超
3579,尚志
3617,碩天
6243,迅杰
8039,台虹
1582,信錦
8261,富鼎
6152,百一
3653,健策
3607,谷崧
8103,瀚荃
6224,聚鼎
3573,穎台
3588,通嘉
2049,上銀
3614,誠致
8940,新天地
3605,宏致
3622,洋華
6251,定穎
3593,力銘
3596,智易
1773,勝一
3576,新日光
8081,致新
6108,競國
2038,海光
8374,羅昇
2208,台船
3561,昇陽光電
3209,全科
6226,光鼎
3559,全智科
6164,華興
4108,懷特
3305,昇貿
2059,川湖
3080,威力盟
5533,皇鼎
3536,誠創
3534,雷凌
3308,聯德
9958,世紀鋼
3557,嘉威
3535,晶彩科
3519,綠能
1583,程泰
9955,佳龍
3419,譁裕
6213,聯茂
6153,嘉聯益
6205,詮欣
6283,淳安
8021,尖點
4306,炎洲
8070,長華
4104,佳醫
3376,新日興
3090,日電貿
3296,勝德
8112,至上
6215,和椿
3494,誠研
3383,新世紀
3533,嘉澤
3532,台勝科
5388,中磊
8131,福懋科
8163,達方
3518,柏騰
6271,同欣電
2062,橋椿
3515,華擎
3514,昱晶
8110,華東
8201,無敵
6191,精成科
4725,信昌化
3501,維熹
5522,遠雄
3094,聯傑
3545,敦泰
8033,雷虎
6176,瑞儀
3504,揚明光
8105,凌巨
3443,創意
6255,奈普
3315,宣昶
3481,群創
6120,輔祥
6155,鈞寶
3450,聯鈞
8046,南電
3474,華亞科
3130,一零四
3406,玉晶光
6281,全國電
6005,群益證
3702,大聯大
3367,英華達
4904,遠傳
8072,陞泰
8249,菱光
3356,奇偶
6184,大豐電
1560,中砂
5531,鄉林
3271,其樂達
6280,崇貿
2227,裕日車
3380,明泰
5607,遠雄港
5525,順天
3214,元砷
5854,合庫
6166,凌華
6197,佳必琪
4106,雃博
6239,力成
6209,今國光
8008,建興電
3189,景碩
6131,悠克
6216,居易
6192,巨路
6201,亞弘電
6202,盛群
5203,訊連
6225,天瀚
4414,如興
6116,彩晶
3701,大眾控
6235,華孚
6206,飛捷
3142,遠茂
6004,元京證
6115,鎰勝
5305,敦南
8101,華冠
6172,互億
6189,豐藝
6196,帆宣
5534,長虹
6605,帝寶
3311,閎暉
4119,旭富
6505,台塑化
8016,矽創
8078,華寶
1737,臺鹽
6277,宏正
6141,柏承
6286,立錡
5515,建國
6269,台郡
6285,啟碁
4526,東台
6282,康舒
3063,飛信
6289,華上
6117,迎廣
5608,四維航
5434,崇越
6012,金鼎證
6132,銳普
8926,台汽電
5484,慧友
6168,宏齊
6136,富爾特
5471,松翰
6145,勁永
5469,瀚宇博
6133,金橋
6139,亞翔
6257,矽格
3231,緯創
6119,大傳
4532,瑞智
6112,聚碩
6165,捷泰
6142,友勁
3062,建漢
4906,正文
6128,上福
3060,銘異
3061,璨圓
1541,錩泰
3056,總太
1477,聚陽
1736,喬山
2892,第一金
3059,華晶科
3016,嘉晶
3057,喬鼎
3055,蔚華科
3058,立德
3054,立萬利
3030,德律
1539,巨庭
3050,鈺德
3014,聯陽
3051,力特
3015,全漢
3048,益登
3049,和鑫
3017,奇鋐
2855,統一證
2856,元富證
2854,寶來證
3013,晟銘電
3012,廣輝
3047,訊舟
3043,科風
3044,健鼎
3045,台灣大
3046,建碁
3029,零壹
3031,佰鴻
3032,偉訓
3033,威健
3034,聯詠
3035,智原
9944,新麗
3036,文曄
3037,欣興
3038,全台
3039,宏傳
3040,遠見
3041,揚智
1540,喬福
3042,晶技
3028,增你強
1735,日勝化
1538,正峰新
1734,杏輝
3026,禾伸堂
3027,盛達
3023,信邦
3024,憶聲
3025,星通
2548,華固
9943,好樂迪
3021,鴻名
3022,威達電
3020,奇普仕
3018,同開
3019,亞光
3009,奇美
3011,今皓
3010,華立
2891,中信金
2890,建華金
3007,綠點
2498,宏達電
2889,國票金
2495,普安
3008,大立光
2496,卓越
3006,晶豪科
3005,神基
3004,豐達科
2499,東貝
3003,健和興
2888,新光金
2887,台新金
2497,怡利電
2885,復華金
2886,交銀金
9942,茂順
2884,玉山金
2455,全新
2493,揚博
3002,歐格
1537,廣隆
3001,協和
2494,突破
2882,國泰金
2883,開發金
2880,華南金
2881,富邦金
2456,奇力新
2487,友立資
2488,漢平
2489,瑞軒
2490,皇統
2491,訊碟
2618,長榮航
2492,華新科
2469,力信
9941,裕融
1536,和大
1732,毛寶
2470,品佳
1733,五鼎
2471,資通
2472,立隆電
2473,思源
2474,可成
2475,華映
2476,鉅祥
2477,美隆電
2478,大毅
2479,和立
2480,敦陽科
2481,強茂
2482,連宇
2483,百容
2484,希華
2485,兆赫
2486,一詮
1535,中宇
2466,冠西電
2467,志聖
1534,新企
2468,華經
2463,研揚
1730,花仙子
9940,信義
1731,美吾華
2464,盟立
2465,麗臺
1236,宏亞
2462,良得電
2459,敦吉
2460,建通
2461,光群雷
2034,允強
2458,義隆
2457,飛宏
2454,聯發科
2446,全懋
2452,乾坤
2448,晶電
2450,神腦
2453,凌群
2449,京元電子
2451,創見
1476,儒鴻
2447,鼎新
1533,車王電
2445,南方
1729,必翔
9939,宏全
9938,百和
2443,利碟
